2017-08-29 15:01:27,9831,9831
2017-09-09 22:25:33,10231,400
2017-09-09 23:58:30,10690,459
2017-09-11 10:24:52,11143,453
2017-09-11 17:34:53,11352,209
2017-09-12 10:35:23,12657,1305
2017-09-12 17:48:02,13499,842
2017-09-13 10:45:23,13931,432
2017-09-13 12:11:18,14680,749
2017-09-13 17:36:46,15527,847
2017-09-14 11:51:12,16808,1281
2017-09-14 12:16:17,17570,762
2017-09-14 17:27:31,18083,513
2017-09-15 11:18:36,18647,564
2017-09-18 12:08:33,19667,1020
2017-09-18 17:46:52,20065,398
2017-09-18 18:15:13,20825,760
2017-09-18 20:34:00,21230,405
2017-09-19 00:33:34,21960,730
2017-09-19 12:03:32,23141,1181
2017-09-19 12:35:09,24074,933
2017-09-19 15:04:59,24493,419
2017-09-19 17:53:31,25705,1212
2017-09-19 19:42:15,26966,1261
2017-09-20 00:20:35,28276,1310
2017-09-20 11:27:32,28786,510
2017-09-20 15:38:53,30197,1411
2017-09-20 17:44:33,30868,671
2017-09-21 12:03:49,32474,1606
2017-09-25 11:04:56,33324,850
2017-09-25 17:52:21,34408,1084
2017-09-26 12:18:03,35201,793
2017-09-26 18:12:46,36092,891
2017-09-28 12:03:20,36821,729
2017-09-28 19:07:29,37387,566
2017-09-29 18:11:01,38222,835
2017-10-03 18:23:31,38223,1
2017-10-03 18:23:40,39942,1719
2017-10-04 16:23:58,40789,847
